Perturbation	Phylum	Class	Order	Family	Genus	Num	Increase	Decrease	Increase2	Decrease2	pVal	Stat
drought	Bacteroidetes	Bacteroidia	Sphingobacteriales	NS11-12marinegroup	-	1	1	0	100	0	1	-
drought	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	-	11	0	11	0	100	0.0009765625	Decrease
drought	Bacteroidetes	Bacteroidia	Sphingobacteriales	unidentified	-	1	0	1	0	100	1	-
drought	Bacteroidetes	Bacteroidia	unidentified	unidentified	-	2	0	2	0	100	0.5	-
drought	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	unculturedbacterium	2	1	1	50	50	1	-
drought	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	unidentified	2	0	2	0	100	0.5	-
drought	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	1	1	0	100	0	1	-
drought	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	2	1	1	50	50	1	-
drought	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Cnuella	3	2	1	66.6666666666667	33.3333333333333	1	-
drought	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	4	1	3	25	75	0.625	-
drought	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Flaviaesturariibacter	2	1	1	50	50	1	-
drought	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter	10	4	6	40	60	0.75390625	-
drought	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavitalea	2	1	1	50	50	1	-
drought	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Niastella	3	0	3	0	100	0.25	-
drought	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Parafilimonas	1	1	0	100	0	1	-
drought	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter	13	5	8	38.4615384615385	61.5384615384615	0.5810546875	-
drought	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas	2	1	1	50	50	1	-
drought	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	14	2	12	14.2857142857143	85.7142857142857	0.012939453125	Decrease
drought	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	unidentified	27	15	12	55.5555555555556	44.4444444444444	0.701108038425446	-
drought	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	uncultured	2	2	0	100	0	0.5	-
drought	Bacteroidetes	Bacteroidia	Chitinophagales	uncultured	unidentified	1	1	0	100	0	1	-
drought	Bacteroidetes	Bacteroidia	Chitinophagales	unidentified	unidentified	2	0	2	0	100	0.5	-
drought	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	uncultured	1	1	0	100	0	1	-
drought	Bacteroidetes	Bacteroidia	Cytophagales	Cytophagaceae	Rhodocytophaga	4	3	1	75	25	0.625	-
drought	Bacteroidetes	Bacteroidia	Cytophagales	Cytophagaceae	Sporocytophaga	4	4	0	100	0	0.125	-
drought	Bacteroidetes	Bacteroidia	Cytophagales	Cytophagaceae	unculturedbacterium	1	1	0	100	0	1	-
drought	Bacteroidetes	Bacteroidia	Cytophagales	Cytophagaceae	unidentified	3	2	1	66.6666666666667	33.3333333333333	1	-
drought	Bacteroidetes	Bacteroidia	Cytophagales	Hymenobacteraceae	Adhaeribacter	14	8	6	57.1428571428571	42.8571428571429	0.79052734375	-
drought	Bacteroidetes	Bacteroidia	Cytophagales	Hymenobacteraceae	Ambiguous_taxa	1	1	0	100	0	1	-
drought	Bacteroidetes	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	11	4	7	36.3636363636364	63.6363636363636	0.548828125	-
drought	Bacteroidetes	Bacteroidia	Cytophagales	Hymenobacteraceae	unidentified	1	1	0	100	0	1	-
drought	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	Chryseolinea	1	0	1	0	100	1	-
drought	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	Ohtaekwangia	3	2	1	66.6666666666667	33.3333333333333	1	-
drought	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	uncultured	10	5	5	50	50	1	-
drought	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	unidentified	4	3	1	75	25	0.625	-
drought	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	Dyadobacter	2	0	2	0	100	0.5	-
drought	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	Fibrella	1	0	1	0	100	1	-
drought	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	Larkinella	1	0	1	0	100	1	-
drought	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	Nibrella	2	0	2	0	100	0.5	-
drought	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	Spirosoma	3	1	2	33.3333333333333	66.6666666666667	1	-
drought	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	uncultured	7	3	4	42.8571428571429	57.1428571428571	1	-
drought	Bacteroidetes	Bacteroidia	Cytophagales	unidentified	unidentified	2	1	1	50	50	1	-
drought	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	1	0	1	0	100	1	-
drought	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	4	2	2	50	50	1	-
drought	Bacteroidetes	Bacteroidia	Sphingobacteriales	AKYH767	unculturedbacterium	1	0	1	0	100	1	-
drought	Bacteroidetes	Bacteroidia	Sphingobacteriales	AKYH767	unidentified	1	0	1	0	100	1	-
drought	Bacteroidetes	Bacteroidia	Sphingobacteriales	env.OPS17	Ambiguous_taxa	2	1	1	50	50	1	-
drought	Bacteroidetes	Bacteroidia	Sphingobacteriales	env.OPS17	unculturedBacteroidetesbacterium	1	0	1	0	100	1	-
drought	Bacteroidetes	Bacteroidia	Sphingobacteriales	env.OPS17	unidentified	1	1	0	100	0	1	-
drought	Bacteroidetes	Bacteroidia	Sphingobacteriales	FFCH9454	metagenome	1	1	0	100	0	1	-
drought	Bacteroidetes	Bacteroidia	Sphingobacteriales	KD3-93	unculturedbacterium	1	1	0	100	0	1	-
drought	Bacteroidetes	Bacteroidia	Sphingobacteriales	KD3-93	unidentified	2	0	2	0	100	0.5	-
drought	Bacteroidetes	Bacteroidia	Sphingobacteriales	NS11-12marinegroup	unculturedbacterium	1	1	0	100	0	1	-
drought	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Arcticibacter	1	0	1	0	100	1	-
drought	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	3	0	3	0	100	0.25	-
drought	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	2	0	2	0	100	0.5	-
drought	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	unidentified	5	0	5	0	100	0.0625	-
drought	Bacteroidetes	Bacteroidia	Sphingobacteriales	unidentified	unidentified	1	0	1	0	100	1	-
drought	Bacteroidetes	Bacteroidia	unidentified	unidentified	unidentified	2	0	2	0	100	0.5	-
drought	Bacteroidetes	Ignavibacteria	-	-	-	5	1	4	20	80	0.375	-
drought	Bacteroidetes	Ignavibacteria	OPB56	-	-	4	1	3	25	75	0.625	-
drought	Bacteroidetes	Ignavibacteria	unidentified	-	-	1	0	1	0	100	1	-
drought	Bacteroidetes	Ignavibacteria	OPB56	Ambiguous_taxa	-	1	1	0	100	0	1	-
drought	Bacteroidetes	Ignavibacteria	OPB56	unculturedbacterium	-	1	0	1	0	100	1	-
drought	Bacteroidetes	Ignavibacteria	OPB56	unculturedbacterium#0319-6E22	-	1	0	1	0	100	1	-
drought	Bacteroidetes	Ignavibacteria	OPB56	unidentified	-	1	0	1	0	100	1	-
drought	Bacteroidetes	Ignavibacteria	unidentified	unidentified	-	1	0	1	0	100	1	-
drought	Bacteroidetes	Ignavibacteria	OPB56	Ambiguous_taxa	unidentified	1	1	0	100	0	1	-
drought	Bacteroidetes	Ignavibacteria	OPB56	unculturedbacterium	unidentified	1	0	1	0	100	1	-
drought	Bacteroidetes	Ignavibacteria	OPB56	unculturedbacterium#0319-6E22	unidentified	1	0	1	0	100	1	-
drought	Bacteroidetes	Ignavibacteria	OPB56	unidentified	unidentified	1	0	1	0	100	1	-
drought	Bacteroidetes	Ignavibacteria	unidentified	unidentified	unidentified	1	0	1	0	100	1	-
drought	Acidobacteria	Acidobacteriia	-	-	-	35	7	28	20	80	0.000508260447531939	Decrease
drought	Acidobacteria	Acidobacteriia	Acidobacteriales	-	-	4	1	3	25	75	0.625	-
drought	Acidobacteria	Acidobacteriia	Solibacterales	-	-	31	6	25	19.3548387096774	80.6451612903226	0.000877910293638708	Decrease
drought	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae(Subgroup1)	-	4	1	3	25	75	0.625	-
drought	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae(Subgroup3)	-	31	6	25	19.3548387096774	80.6451612903226	0.000877910293638708	Decrease
drought	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae(Subgroup1)	Edaphobacter	1	0	1	0	100	1	-
drought	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae(Subgroup1)	Granulicella	1	0	1	0	100	1	-
drought	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae(Subgroup1)	Terriglobus	1	0	1	0	100	1	-
drought	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae(Subgroup1)	unidentified	1	1	0	100	0	1	-
drought	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae(Subgroup3)	Bryobacter	27	6	21	22.2222222222222	77.7777777777778	0.00592461228370666	Decrease
drought	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae(Subgroup3)	CandidatusSolibacter	3	0	3	0	100	0.25	-
drought	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae(Subgroup3)	Paludibaculum	1	0	1	0	100	1	-
drought	Acidobacteria	Blastocatellia(Subgroup4)	-	-	-	71	19	52	26.7605633802817	73.2394366197183	0.000112268646894988	Decrease
drought	Acidobacteria	Blastocatellia(Subgroup4)	11-24	-	-	5	1	4	20	80	0.375	-
drought	Acidobacteria	Blastocatellia(Subgroup4)	Blastocatellales	-	-	26	5	21	19.2307692307692	80.7692307692308	0.00249391794204712	Decrease
